,Drug1,Drug2,Drug1_ID,Drug2_ID,DepMap_ID,Tissue,Actuals,Proba
27264,Navitoclax,Doramapimod,DB12340,DB03044,ACH-000783,Breast,0,0.557569981
27265,Navitoclax,Doramapimod,DB12340,DB03044,ACH-000374,Breast,0,0.604755044
27266,Navitoclax,Doramapimod,DB12340,DB03044,ACH-000624,Breast,0,0.749874711
27267,Navitoclax,Doramapimod,DB12340,DB03044,ACH-000573,Breast,0,0.797474265
27268,Navitoclax,Doramapimod,DB12340,DB03044,ACH-000711,Breast,0,0.417047381
27269,Navitoclax,Doramapimod,DB12340,DB03044,ACH-000768,Breast,0,0.616301715
27270,Navitoclax,Doramapimod,DB12340,DB03044,ACH-000277,Breast,0,0.282004178
27271,Navitoclax,Doramapimod,DB12340,DB03044,ACH-000111,Breast,0,0.59102416
27272,Navitoclax,Doramapimod,DB12340,DB03044,ACH-000349,Breast,1,0.351513684
27273,Navitoclax,Doramapimod,DB12340,DB03044,ACH-000828,Breast,0,0.392132223
27274,Navitoclax,Doramapimod,DB12340,DB03044,ACH-001819,Breast,0,0.557292819
27275,Navitoclax,Doramapimod,DB12340,DB03044,ACH-000755,Breast,0,0.521880507
27276,Navitoclax,Doramapimod,DB12340,DB03044,ACH-000288,Breast,0,0.551095247
27277,Navitoclax,Doramapimod,DB12340,DB03044,ACH-001820,Breast,1,0.374923676
27278,Navitoclax,Doramapimod,DB12340,DB03044,ACH-000212,Breast,1,0.483544528
27279,Navitoclax,Doramapimod,DB12340,DB03044,ACH-000276,Breast,1,0.802716255
27280,Navitoclax,Doramapimod,DB12340,DB03044,ACH-000248,Breast,1,0.717309654
27281,Navitoclax,Doramapimod,DB12340,DB03044,ACH-000536,Breast,0,0.758964896
27282,Navitoclax,Doramapimod,DB12340,DB03044,ACH-000930,Breast,1,0.573487401
27283,Navitoclax,Doramapimod,DB12340,DB03044,ACH-000330,Breast,1,0.395892978
27284,Trametinib,Doramapimod,DB08911,DB03044,ACH-000258,Breast,1,0.476638556
27285,Trametinib,Doramapimod,DB08911,DB03044,ACH-000019,Breast,0,0.26042521
27286,Trametinib,Doramapimod,DB08911,DB03044,ACH-000352,Breast,0,0.39021349
27287,Trametinib,Doramapimod,DB08911,DB03044,ACH-000927,Breast,0,0.278763652
27288,Trametinib,Doramapimod,DB08911,DB03044,ACH-000148,Breast,0,0.227768764
27289,Trametinib,Doramapimod,DB08911,DB03044,ACH-000859,Breast,0,0.364197761
27290,Trametinib,Doramapimod,DB08911,DB03044,ACH-000117,Breast,0,0.318764091
27291,Trametinib,Doramapimod,DB08911,DB03044,ACH-000876,Breast,0,0.318743587
27292,Trametinib,Doramapimod,DB08911,DB03044,ACH-000856,Breast,0,0.250653267
27293,Trametinib,Doramapimod,DB08911,DB03044,ACH-000147,Breast,0,0.422773659
27294,Trametinib,Doramapimod,DB08911,DB03044,ACH-000223,Breast,0,0.223553956
27295,Trametinib,Doramapimod,DB08911,DB03044,ACH-000554,Breast,0,0.363464564
27296,Trametinib,Doramapimod,DB08911,DB03044,ACH-000849,Breast,0,0.230694279
27297,Trametinib,Doramapimod,DB08911,DB03044,ACH-000621,Breast,0,0.399618059
27298,Trametinib,Doramapimod,DB08911,DB03044,ACH-000910,Breast,0,0.39938125
27299,Trametinib,Doramapimod,DB08911,DB03044,ACH-000668,Breast,0,0.203927532
27300,Trametinib,Doramapimod,DB08911,DB03044,ACH-000934,Breast,0,0.329429179
27301,Trametinib,Doramapimod,DB08911,DB03044,ACH-000759,Breast,1,0.38304624
27302,Trametinib,Doramapimod,DB08911,DB03044,ACH-000902,Breast,0,0.404694825
27303,Trametinib,Doramapimod,DB08911,DB03044,ACH-000699,Breast,0,0.344302654
27304,Trametinib,Doramapimod,DB08911,DB03044,ACH-000783,Breast,0,0.380410433
27305,Trametinib,Doramapimod,DB08911,DB03044,ACH-000374,Breast,0,0.185453236
27306,Trametinib,Doramapimod,DB08911,DB03044,ACH-000624,Breast,0,0.410402715
27307,Trametinib,Doramapimod,DB08911,DB03044,ACH-000573,Breast,0,0.317300647
27308,Trametinib,Doramapimod,DB08911,DB03044,ACH-000711,Breast,0,0.355910957
27309,Trametinib,Doramapimod,DB08911,DB03044,ACH-000768,Breast,0,0.205792949
27310,Trametinib,Doramapimod,DB08911,DB03044,ACH-000277,Breast,0,0.302511394
27311,Trametinib,Doramapimod,DB08911,DB03044,ACH-000111,Breast,0,0.340131491
27312,Trametinib,Doramapimod,DB08911,DB03044,ACH-000349,Breast,0,0.401721388
27313,Trametinib,Doramapimod,DB08911,DB03044,ACH-000828,Breast,0,0.368743122
27314,Trametinib,Doramapimod,DB08911,DB03044,ACH-001819,Breast,0,0.389306992
27315,Trametinib,Doramapimod,DB08911,DB03044,ACH-000755,Breast,0,0.380746752
27316,Trametinib,Doramapimod,DB08911,DB03044,ACH-000288,Breast,0,0.175789669
27317,Trametinib,Doramapimod,DB08911,DB03044,ACH-001820,Breast,0,0.312803149
27318,Trametinib,Doramapimod,DB08911,DB03044,ACH-000212,Breast,0,0.27790609
27319,Trametinib,Doramapimod,DB08911,DB03044,ACH-000276,Breast,0,0.447528094
27320,Trametinib,Doramapimod,DB08911,DB03044,ACH-000248,Breast,0,0.42314741
27321,Trametinib,Doramapimod,DB08911,DB03044,ACH-000536,Breast,0,0.510146558
27322,Trametinib,Doramapimod,DB08911,DB03044,ACH-000930,Breast,1,0.331059903
27323,Trametinib,Doramapimod,DB08911,DB03044,ACH-000330,Breast,0,0.342268437
27324,Linsitinib,Doramapimod,DB06075,DB03044,ACH-000258,Breast,0,0.603066981
27325,Linsitinib,Doramapimod,DB06075,DB03044,ACH-000019,Breast,0,0.381785601
27326,Linsitinib,Doramapimod,DB06075,DB03044,ACH-000352,Breast,0,0.367563188
27327,Linsitinib,Doramapimod,DB06075,DB03044,ACH-000927,Breast,0,0.265301853
27328,Linsitinib,Doramapimod,DB06075,DB03044,ACH-000148,Breast,0,0.232159778
27329,Linsitinib,Doramapimod,DB06075,DB03044,ACH-000859,Breast,0,0.440909386
27330,Linsitinib,Doramapimod,DB06075,DB03044,ACH-000117,Breast,0,0.385611564
27331,Linsitinib,Doramapimod,DB06075,DB03044,ACH-000876,Breast,0,0.262619019
27332,Linsitinib,Doramapimod,DB06075,DB03044,ACH-000856,Breast,0,0.296833158
27333,Linsitinib,Doramapimod,DB06075,DB03044,ACH-000147,Breast,0,0.468209714
27334,Linsitinib,Doramapimod,DB06075,DB03044,ACH-000223,Breast,0,0.345646143
27335,Linsitinib,Doramapimod,DB06075,DB03044,ACH-000554,Breast,0,0.386743963
27336,Linsitinib,Doramapimod,DB06075,DB03044,ACH-000849,Breast,0,0.241682768
27337,Linsitinib,Doramapimod,DB06075,DB03044,ACH-000621,Breast,0,0.602297187
27338,Linsitinib,Doramapimod,DB06075,DB03044,ACH-000910,Breast,0,0.516546428
27339,Linsitinib,Doramapimod,DB06075,DB03044,ACH-000668,Breast,0,0.312289685
27340,Linsitinib,Doramapimod,DB06075,DB03044,ACH-000934,Breast,0,0.333903641
27341,Linsitinib,Doramapimod,DB06075,DB03044,ACH-000759,Breast,0,0.392213821
27342,Linsitinib,Doramapimod,DB06075,DB03044,ACH-000902,Breast,0,0.428077221
27343,Linsitinib,Doramapimod,DB06075,DB03044,ACH-000699,Breast,0,0.602585912
27344,Linsitinib,Doramapimod,DB06075,DB03044,ACH-000783,Breast,0,0.467829317
27345,Linsitinib,Doramapimod,DB06075,DB03044,ACH-000374,Breast,0,0.320221871
27346,Linsitinib,Doramapimod,DB06075,DB03044,ACH-000624,Breast,0,0.581511974
27347,Linsitinib,Doramapimod,DB06075,DB03044,ACH-000573,Breast,0,0.575281978
27348,Linsitinib,Doramapimod,DB06075,DB03044,ACH-000711,Breast,0,0.329775155
27349,Linsitinib,Doramapimod,DB06075,DB03044,ACH-000768,Breast,0,0.369011283
27350,Linsitinib,Doramapimod,DB06075,DB03044,ACH-000277,Breast,0,0.251035213
27351,Linsitinib,Doramapimod,DB06075,DB03044,ACH-000111,Breast,0,0.35699895
27352,Linsitinib,Doramapimod,DB06075,DB03044,ACH-000349,Breast,0,0.378878534
27353,Linsitinib,Doramapimod,DB06075,DB03044,ACH-000828,Breast,0,0.336795211
27354,Linsitinib,Doramapimod,DB06075,DB03044,ACH-001819,Breast,0,0.442013294
27355,Linsitinib,Doramapimod,DB06075,DB03044,ACH-000755,Breast,0,0.408064485
27356,Linsitinib,Doramapimod,DB06075,DB03044,ACH-000288,Breast,0,0.249160439
27357,Linsitinib,Doramapimod,DB06075,DB03044,ACH-001820,Breast,0,0.299389273
27358,Linsitinib,Doramapimod,DB06075,DB03044,ACH-000212,Breast,0,0.365563065
27359,Linsitinib,Doramapimod,DB06075,DB03044,ACH-000276,Breast,0,0.623573065
27360,Linsitinib,Doramapimod,DB06075,DB03044,ACH-000248,Breast,0,0.569727838
27361,Linsitinib,Doramapimod,DB06075,DB03044,ACH-000536,Breast,0,0.583958983
27362,Linsitinib,Doramapimod,DB06075,DB03044,ACH-000930,Breast,0,0.414814353
27363,Linsitinib,Doramapimod,DB06075,DB03044,ACH-000330,Breast,0,0.317904532
27364,Crizotinib,Doramapimod,DB08865,DB03044,ACH-000258,Breast,0,0.519252539
27365,Crizotinib,Doramapimod,DB08865,DB03044,ACH-000019,Breast,0,0.30861029
27366,Crizotinib,Doramapimod,DB08865,DB03044,ACH-000352,Breast,0,0.37369892
27367,Crizotinib,Doramapimod,DB08865,DB03044,ACH-000927,Breast,0,0.231669471
27368,Crizotinib,Doramapimod,DB08865,DB03044,ACH-000148,Breast,0,0.209854543
27369,Crizotinib,Doramapimod,DB08865,DB03044,ACH-000859,Breast,0,0.339478731
27370,Crizotinib,Doramapimod,DB08865,DB03044,ACH-000117,Breast,0,0.333603799
27371,Crizotinib,Doramapimod,DB08865,DB03044,ACH-000876,Breast,0,0.28465873
27372,Crizotinib,Doramapimod,DB08865,DB03044,ACH-000856,Breast,0,0.310530096
27373,Crizotinib,Doramapimod,DB08865,DB03044,ACH-000147,Breast,0,0.432860315
27374,Crizotinib,Doramapimod,DB08865,DB03044,ACH-000223,Breast,0,0.238309428
27375,Crizotinib,Doramapimod,DB08865,DB03044,ACH-000554,Breast,0,0.30351907
27376,Crizotinib,Doramapimod,DB08865,DB03044,ACH-000849,Breast,0,0.261636853
27377,Crizotinib,Doramapimod,DB08865,DB03044,ACH-000621,Breast,0,0.386888683
27378,Crizotinib,Doramapimod,DB08865,DB03044,ACH-000910,Breast,0,0.383975744
27379,Crizotinib,Doramapimod,DB08865,DB03044,ACH-000668,Breast,0,0.203331441
27380,Crizotinib,Doramapimod,DB08865,DB03044,ACH-000934,Breast,0,0.256058782
27381,Crizotinib,Doramapimod,DB08865,DB03044,ACH-000759,Breast,0,0.353835642
27382,Crizotinib,Doramapimod,DB08865,DB03044,ACH-000902,Breast,0,0.362104148
27383,Crizotinib,Doramapimod,DB08865,DB03044,ACH-000699,Breast,0,0.260067552
27384,Crizotinib,Doramapimod,DB08865,DB03044,ACH-000783,Breast,0,0.415135235
27385,Crizotinib,Doramapimod,DB08865,DB03044,ACH-000374,Breast,0,0.204999879
27386,Crizotinib,Doramapimod,DB08865,DB03044,ACH-000624,Breast,0,0.453078836
27387,Crizotinib,Doramapimod,DB08865,DB03044,ACH-000573,Breast,0,0.199668139
27388,Crizotinib,Doramapimod,DB08865,DB03044,ACH-000711,Breast,0,0.284281045
27389,Crizotinib,Doramapimod,DB08865,DB03044,ACH-000768,Breast,0,0.210678384
27390,Crizotinib,Doramapimod,DB08865,DB03044,ACH-000111,Breast,0,0.295517981
27391,Crizotinib,Doramapimod,DB08865,DB03044,ACH-000349,Breast,0,0.398609698
27392,Crizotinib,Doramapimod,DB08865,DB03044,ACH-000828,Breast,0,0.344442099
27393,Crizotinib,Doramapimod,DB08865,DB03044,ACH-001819,Breast,0,0.338490486
27394,Crizotinib,Doramapimod,DB08865,DB03044,ACH-000755,Breast,0,0.337864816
27395,Crizotinib,Doramapimod,DB08865,DB03044,ACH-000288,Breast,0,0.196525544
27396,Crizotinib,Doramapimod,DB08865,DB03044,ACH-001820,Breast,0,0.282908082
27397,Crizotinib,Doramapimod,DB08865,DB03044,ACH-000212,Breast,0,0.311760068
27398,Crizotinib,Doramapimod,DB08865,DB03044,ACH-000276,Breast,0,0.468821287
27399,Crizotinib,Doramapimod,DB08865,DB03044,ACH-000248,Breast,0,0.422222525
27400,Crizotinib,Doramapimod,DB08865,DB03044,ACH-000536,Breast,0,0.542737901
27401,Crizotinib,Doramapimod,DB08865,DB03044,ACH-000930,Breast,0,0.409913838
27402,Crizotinib,Doramapimod,DB08865,DB03044,ACH-000330,Breast,0,0.284743726
27403,5-Fluorouracil,Doramapimod,DB00544,DB03044,ACH-000258,Breast,0,0.488851905
27404,5-Fluorouracil,Doramapimod,DB00544,DB03044,ACH-000019,Breast,0,0.347197533
27405,5-Fluorouracil,Doramapimod,DB00544,DB03044,ACH-000352,Breast,0,0.293928683
27406,5-Fluorouracil,Doramapimod,DB00544,DB03044,ACH-000927,Breast,0,0.223152027
27407,5-Fluorouracil,Doramapimod,DB00544,DB03044,ACH-000148,Breast,0,0.208909437
27408,5-Fluorouracil,Doramapimod,DB00544,DB03044,ACH-000859,Breast,0,0.448990017
27409,5-Fluorouracil,Doramapimod,DB00544,DB03044,ACH-000117,Breast,0,0.377281278
27410,5-Fluorouracil,Doramapimod,DB00544,DB03044,ACH-000876,Breast,0,0.267882913
27411,5-Fluorouracil,Doramapimod,DB00544,DB03044,ACH-000856,Breast,0,0.261437953
27412,5-Fluorouracil,Doramapimod,DB00544,DB03044,ACH-000147,Breast,0,0.40592429
27413,5-Fluorouracil,Doramapimod,DB00544,DB03044,ACH-000223,Breast,0,0.378874153
27414,5-Fluorouracil,Doramapimod,DB00544,DB03044,ACH-000554,Breast,0,0.359806865
27415,5-Fluorouracil,Doramapimod,DB00544,DB03044,ACH-000849,Breast,0,0.282916844
27416,5-Fluorouracil,Doramapimod,DB00544,DB03044,ACH-000621,Breast,0,0.507772744
27417,5-Fluorouracil,Doramapimod,DB00544,DB03044,ACH-000910,Breast,0,0.413840383
27418,5-Fluorouracil,Doramapimod,DB00544,DB03044,ACH-000668,Breast,0,0.381059617
27419,5-Fluorouracil,Doramapimod,DB00544,DB03044,ACH-000934,Breast,0,0.302779645
27420,5-Fluorouracil,Doramapimod,DB00544,DB03044,ACH-000759,Breast,0,0.326899946
27421,5-Fluorouracil,Doramapimod,DB00544,DB03044,ACH-000902,Breast,0,0.349953562
27422,5-Fluorouracil,Doramapimod,DB00544,DB03044,ACH-000699,Breast,0,0.535603285
27423,5-Fluorouracil,Doramapimod,DB00544,DB03044,ACH-000783,Breast,0,0.350042164
27424,5-Fluorouracil,Doramapimod,DB00544,DB03044,ACH-000374,Breast,0,0.369923234
27425,5-Fluorouracil,Doramapimod,DB00544,DB03044,ACH-000624,Breast,0,0.527328134
27426,5-Fluorouracil,Doramapimod,DB00544,DB03044,ACH-000573,Breast,0,0.523135841
27427,5-Fluorouracil,Doramapimod,DB00544,DB03044,ACH-000711,Breast,0,0.353355408
27428,5-Fluorouracil,Doramapimod,DB00544,DB03044,ACH-000768,Breast,0,0.357968539
27429,5-Fluorouracil,Doramapimod,DB00544,DB03044,ACH-000277,Breast,0,0.211808339
27430,5-Fluorouracil,Doramapimod,DB00544,DB03044,ACH-000111,Breast,0,0.383814216
27431,5-Fluorouracil,Doramapimod,DB00544,DB03044,ACH-000349,Breast,0,0.31679526
27432,5-Fluorouracil,Doramapimod,DB00544,DB03044,ACH-000828,Breast,0,0.303119272
27433,5-Fluorouracil,Doramapimod,DB00544,DB03044,ACH-001819,Breast,0,0.389523089
27434,5-Fluorouracil,Doramapimod,DB00544,DB03044,ACH-000755,Breast,0,0.393165827
27435,5-Fluorouracil,Doramapimod,DB00544,DB03044,ACH-000288,Breast,0,0.236014724
27436,5-Fluorouracil,Doramapimod,DB00544,DB03044,ACH-001820,Breast,0,0.292804956
27437,5-Fluorouracil,Doramapimod,DB00544,DB03044,ACH-000212,Breast,0,0.263572633
27438,5-Fluorouracil,Doramapimod,DB00544,DB03044,ACH-000276,Breast,0,0.57946372
27439,5-Fluorouracil,Doramapimod,DB00544,DB03044,ACH-000248,Breast,0,0.475929409
27440,5-Fluorouracil,Doramapimod,DB00544,DB03044,ACH-000536,Breast,0,0.578144312
27441,5-Fluorouracil,Doramapimod,DB00544,DB03044,ACH-000930,Breast,0,0.369352788
27442,5-Fluorouracil,Doramapimod,DB00544,DB03044,ACH-000330,Breast,0,0.288173079
27443,Palbociclib,Doramapimod,DB09073,DB03044,ACH-000258,Breast,0,0.528874516
27444,Palbociclib,Doramapimod,DB09073,DB03044,ACH-000019,Breast,0,0.313593835
27445,Palbociclib,Doramapimod,DB09073,DB03044,ACH-000352,Breast,0,0.376661271
27446,Palbociclib,Doramapimod,DB09073,DB03044,ACH-000927,Breast,0,0.251229525
27447,Palbociclib,Doramapimod,DB09073,DB03044,ACH-000148,Breast,0,0.245490134
27448,Palbociclib,Doramapimod,DB09073,DB03044,ACH-000859,Breast,0,0.379318625
27449,Palbociclib,Doramapimod,DB09073,DB03044,ACH-000117,Breast,0,0.359663516
27450,Palbociclib,Doramapimod,DB09073,DB03044,ACH-000876,Breast,0,0.249107197
27451,Palbociclib,Doramapimod,DB09073,DB03044,ACH-000856,Breast,0,0.272037148
27452,Palbociclib,Doramapimod,DB09073,DB03044,ACH-000147,Breast,0,0.40605402
27453,Palbociclib,Doramapimod,DB09073,DB03044,ACH-000223,Breast,0,0.304085553
27454,Palbociclib,Doramapimod,DB09073,DB03044,ACH-000554,Breast,0,0.348619342
27455,Palbociclib,Doramapimod,DB09073,DB03044,ACH-000849,Breast,0,0.209329531
27456,Palbociclib,Doramapimod,DB09073,DB03044,ACH-000621,Breast,0,0.594578207
27457,Palbociclib,Doramapimod,DB09073,DB03044,ACH-000910,Breast,0,0.511228085
27458,Palbociclib,Doramapimod,DB09073,DB03044,ACH-000668,Breast,0,0.271513641
27459,Palbociclib,Doramapimod,DB09073,DB03044,ACH-000934,Breast,0,0.33378309
27460,Palbociclib,Doramapimod,DB09073,DB03044,ACH-000759,Breast,0,0.391447544
27461,Palbociclib,Doramapimod,DB09073,DB03044,ACH-000902,Breast,1,0.386894137
27462,Palbociclib,Doramapimod,DB09073,DB03044,ACH-000699,Breast,0,0.547541082
27463,Palbociclib,Doramapimod,DB09073,DB03044,ACH-000783,Breast,0,0.440840721
27464,Palbociclib,Doramapimod,DB09073,DB03044,ACH-000374,Breast,0,0.271325767
27465,Palbociclib,Doramapimod,DB09073,DB03044,ACH-000624,Breast,0,0.516901433
27466,Palbociclib,Doramapimod,DB09073,DB03044,ACH-000573,Breast,0,0.564729095
27467,Palbociclib,Doramapimod,DB09073,DB03044,ACH-000711,Breast,0,0.309807301
27468,Palbociclib,Doramapimod,DB09073,DB03044,ACH-000768,Breast,0,0.320729673
27469,Palbociclib,Doramapimod,DB09073,DB03044,ACH-000111,Breast,0,0.31374535
27470,Palbociclib,Doramapimod,DB09073,DB03044,ACH-000349,Breast,0,0.374018282
27471,Palbociclib,Doramapimod,DB09073,DB03044,ACH-000828,Breast,0,0.329824358
27472,Palbociclib,Doramapimod,DB09073,DB03044,ACH-001819,Breast,0,0.400708795
27473,Palbociclib,Doramapimod,DB09073,DB03044,ACH-000755,Breast,0,0.390101492
27474,Palbociclib,Doramapimod,DB09073,DB03044,ACH-000288,Breast,0,0.21564807
27475,Palbociclib,Doramapimod,DB09073,DB03044,ACH-001820,Breast,0,0.26201269
27476,Palbociclib,Doramapimod,DB09073,DB03044,ACH-000212,Breast,0,0.30776751
27477,Palbociclib,Doramapimod,DB09073,DB03044,ACH-000276,Breast,0,0.552006543
27478,Palbociclib,Doramapimod,DB09073,DB03044,ACH-000248,Breast,0,0.515477359
27479,Palbociclib,Doramapimod,DB09073,DB03044,ACH-000536,Breast,0,0.533812881
27480,Palbociclib,Doramapimod,DB09073,DB03044,ACH-000930,Breast,0,0.345373541
27481,Palbociclib,Doramapimod,DB09073,DB03044,ACH-000330,Breast,0,0.309557617
27482,Nutlin-3a (-),Doramapimod,DB04144,DB03044,ACH-000258,Breast,1,0.473814607
27483,Nutlin-3a (-),Doramapimod,DB04144,DB03044,ACH-000019,Breast,0,0.28451851
27484,Nutlin-3a (-),Doramapimod,DB04144,DB03044,ACH-000352,Breast,0,0.397323906
27485,Nutlin-3a (-),Doramapimod,DB04144,DB03044,ACH-000927,Breast,0,0.291923493
27486,Nutlin-3a (-),Doramapimod,DB04144,DB03044,ACH-000148,Breast,0,0.244316354
27487,Nutlin-3a (-),Doramapimod,DB04144,DB03044,ACH-000859,Breast,0,0.38212353
27488,Nutlin-3a (-),Doramapimod,DB04144,DB03044,ACH-000117,Breast,0,0.322847366
27489,Nutlin-3a (-),Doramapimod,DB04144,DB03044,ACH-000876,Breast,0,0.307954967
27490,Nutlin-3a (-),Doramapimod,DB04144,DB03044,ACH-000856,Breast,0,0.254434824
27491,Nutlin-3a (-),Doramapimod,DB04144,DB03044,ACH-000147,Breast,0,0.395667255
27492,Nutlin-3a (-),Doramapimod,DB04144,DB03044,ACH-000223,Breast,0,0.249093726
27493,Nutlin-3a (-),Doramapimod,DB04144,DB03044,ACH-000554,Breast,0,0.384002566
27494,Nutlin-3a (-),Doramapimod,DB04144,DB03044,ACH-000849,Breast,0,0.241751343
27495,Nutlin-3a (-),Doramapimod,DB04144,DB03044,ACH-000621,Breast,0,0.434849918
27496,Nutlin-3a (-),Doramapimod,DB04144,DB03044,ACH-000910,Breast,0,0.425681531
27497,Nutlin-3a (-),Doramapimod,DB04144,DB03044,ACH-000668,Breast,0,0.234496191
27498,Nutlin-3a (-),Doramapimod,DB04144,DB03044,ACH-000934,Breast,0,0.339351654
27499,Nutlin-3a (-),Doramapimod,DB04144,DB03044,ACH-000759,Breast,0,0.394375056
27500,Nutlin-3a (-),Doramapimod,DB04144,DB03044,ACH-000902,Breast,1,0.428529531
27501,Nutlin-3a (-),Doramapimod,DB04144,DB03044,ACH-000699,Breast,0,0.436080575
27502,Nutlin-3a (-),Doramapimod,DB04144,DB03044,ACH-000783,Breast,0,0.357120246
27503,Nutlin-3a (-),Doramapimod,DB04144,DB03044,ACH-000374,Breast,0,0.22134316
27504,Nutlin-3a (-),Doramapimod,DB04144,DB03044,ACH-000624,Breast,0,0.420645684
27505,Nutlin-3a (-),Doramapimod,DB04144,DB03044,ACH-000573,Breast,0,0.4191809
27506,Nutlin-3a (-),Doramapimod,DB04144,DB03044,ACH-000711,Breast,0,0.360184819
27507,Nutlin-3a (-),Doramapimod,DB04144,DB03044,ACH-000768,Breast,0,0.255125582
27508,Nutlin-3a (-),Doramapimod,DB04144,DB03044,ACH-000111,Breast,0,0.355792493
27509,Nutlin-3a (-),Doramapimod,DB04144,DB03044,ACH-000349,Breast,1,0.398482084
27510,Nutlin-3a (-),Doramapimod,DB04144,DB03044,ACH-000828,Breast,0,0.359220088
27511,Nutlin-3a (-),Doramapimod,DB04144,DB03044,ACH-001819,Breast,0,0.408196121
27512,Nutlin-3a (-),Doramapimod,DB04144,DB03044,ACH-000755,Breast,0,0.39241755
27513,Nutlin-3a (-),Doramapimod,DB04144,DB03044,ACH-000288,Breast,0,0.216901496
27514,Nutlin-3a (-),Doramapimod,DB04144,DB03044,ACH-001820,Breast,0,0.327770531
27515,Nutlin-3a (-),Doramapimod,DB04144,DB03044,ACH-000212,Breast,0,0.27774632
27516,Nutlin-3a (-),Doramapimod,DB04144,DB03044,ACH-000276,Breast,0,0.47642675
27517,Nutlin-3a (-),Doramapimod,DB04144,DB03044,ACH-000248,Breast,0,0.397407055
27518,Nutlin-3a (-),Doramapimod,DB04144,DB03044,ACH-000536,Breast,0,0.493343055
27519,Nutlin-3a (-),Doramapimod,DB04144,DB03044,ACH-000930,Breast,0,0.360220492
27520,Nutlin-3a (-),Doramapimod,DB04144,DB03044,ACH-000330,Breast,0,0.311819404
27521,Olaparib,Doramapimod,DB09074,DB03044,ACH-000258,Breast,0,0.59093678
27522,Olaparib,Doramapimod,DB09074,DB03044,ACH-000019,Breast,1,0.393207461
27523,Olaparib,Doramapimod,DB09074,DB03044,ACH-000352,Breast,0,0.355793238
27524,Olaparib,Doramapimod,DB09074,DB03044,ACH-000927,Breast,0,0.287768126
27525,Olaparib,Doramapimod,DB09074,DB03044,ACH-000148,Breast,0,0.269167393
27526,Olaparib,Doramapimod,DB09074,DB03044,ACH-000859,Breast,0,0.47933647
27527,Olaparib,Doramapimod,DB09074,DB03044,ACH-000117,Breast,0,0.399341881
27528,Olaparib,Doramapimod,DB09074,DB03044,ACH-000876,Breast,0,0.272807688
27529,Olaparib,Doramapimod,DB09074,DB03044,ACH-000856,Breast,0,0.306928843
27530,Olaparib,Doramapimod,DB09074,DB03044,ACH-000147,Breast,0,0.477942079
27531,Olaparib,Doramapimod,DB09074,DB03044,ACH-000223,Breast,0,0.396850318
27532,Olaparib,Doramapimod,DB09074,DB03044,ACH-000554,Breast,0,0.399657696
27533,Olaparib,Doramapimod,DB09074,DB03044,ACH-000849,Breast,0,0.322818547
27534,Olaparib,Doramapimod,DB09074,DB03044,ACH-000621,Breast,0,0.572431743
27535,Olaparib,Doramapimod,DB09074,DB03044,ACH-000910,Breast,0,0.468914777
27536,Olaparib,Doramapimod,DB09074,DB03044,ACH-000668,Breast,0,0.396568477
27537,Olaparib,Doramapimod,DB09074,DB03044,ACH-000934,Breast,0,0.331457525
27538,Olaparib,Doramapimod,DB09074,DB03044,ACH-000759,Breast,0,0.39473477
27539,Olaparib,Doramapimod,DB09074,DB03044,ACH-000902,Breast,0,0.452974021
27540,Olaparib,Doramapimod,DB09074,DB03044,ACH-000699,Breast,0,0.602140903
27541,Olaparib,Doramapimod,DB09074,DB03044,ACH-000783,Breast,0,0.426930904
27542,Olaparib,Doramapimod,DB09074,DB03044,ACH-000374,Breast,0,0.398553073
27543,Olaparib,Doramapimod,DB09074,DB03044,ACH-000624,Breast,0,0.575571954
27544,Olaparib,Doramapimod,DB09074,DB03044,ACH-000573,Breast,0,0.605302453
27545,Olaparib,Doramapimod,DB09074,DB03044,ACH-000711,Breast,0,0.368064374
27546,Olaparib,Doramapimod,DB09074,DB03044,ACH-000768,Breast,0,0.439930469
27547,Olaparib,Doramapimod,DB09074,DB03044,ACH-000277,Breast,0,0.284205675
27548,Olaparib,Doramapimod,DB09074,DB03044,ACH-000111,Breast,0,0.42594704
27549,Olaparib,Doramapimod,DB09074,DB03044,ACH-000349,Breast,0,0.38089329
27550,Olaparib,Doramapimod,DB09074,DB03044,ACH-000828,Breast,0,0.337676585
27551,Olaparib,Doramapimod,DB09074,DB03044,ACH-000755,Breast,0,0.423837245
27552,Olaparib,Doramapimod,DB09074,DB03044,ACH-000288,Breast,0,0.306501776
27553,Olaparib,Doramapimod,DB09074,DB03044,ACH-001820,Breast,0,0.344371915
27554,Olaparib,Doramapimod,DB09074,DB03044,ACH-000212,Breast,0,0.349083036
27555,Olaparib,Doramapimod,DB09074,DB03044,ACH-000276,Breast,0,0.642228425
27556,Olaparib,Doramapimod,DB09074,DB03044,ACH-000248,Breast,0,0.519225299
27557,Olaparib,Doramapimod,DB09074,DB03044,ACH-000536,Breast,0,0.58989048
27558,Olaparib,Doramapimod,DB09074,DB03044,ACH-000930,Breast,0,0.436192751
27559,Olaparib,Doramapimod,DB09074,DB03044,ACH-000330,Breast,0,0.291595489
27560,MK-1775,Doramapimod,DB11740,DB03044,ACH-000258,Breast,1,0.569577456
27561,MK-1775,Doramapimod,DB11740,DB03044,ACH-000019,Breast,0,0.371596038
27562,MK-1775,Doramapimod,DB11740,DB03044,ACH-000352,Breast,0,0.346918195
